umur,lama_berlangganan,tagihan_bulanan,jumlah_keluhan,jumlah_login,paket_premium,churn
27,13,684765,10,282,1,1
34,28,1117114,7,299,0,1
27,27,986837,0,92,0,0
34,51,585705,14,64,1,1
37,64,418952,6,173,0,1
41,52,1182156,2,234,1,0
22,38,1074556,3,166,0,0
51,65,223731,13,236,0,1
23,18,454000,14,6,1,1
19,63,142898,7,42,0,1
30,51,1231366,2,275,0,0
60,9,639515,11,152,0,1
60,13,1419546,12,42,0,1
65,40,461116,12,212,1,1
28,55,551420,6,200,0,0
68,43,501889,11,154,0,1
64,44,717690,0,219,1,0
40,68,922590,8,152,0,1
33,33,568205,12,35,0,1
48,24,1273788,5,225,0,1
28,36,770756,2,120,1,0
33,10,1140486,6,8,0,1
25,20,324978,14,180,1,1
21,12,1236045,12,20,0,1
57,62,459140,4,271,0,1
21,18,127268,7,193,1,1
42,63,164636,7,25,0,1
20,25,1045751,11,284,0,1
49,12,485905,8,97,1,1
20,21,902717,5,218,0,1
44,25,317975,3,272,1,0
46,11,621471,12,287,0,1
49,64,1172712,1,65,0,1
67,50,1077882,2,110,0,0
68,62,643249,4,211,1,0
36,49,1313091,7,170,0,1
38,14,1429543,11,58,0,1
22,1,437553,9,29,0,1
35,25,204249,1,266,1,0
45,59,1174428,4,153,1,0
59,69,1186111,13,1,1,1
39,5,1307471,8,168,1,1
38,19,729201,1,213,0,0
23,23,1397984,14,250,1,1
18,9,107131,7,30,0,1
22,50,838592,2,182,1,0
58,16,654868,7,188,0,1
29,33,738451,3,212,0,0
43,2,1242776,3,126,0,1
63,14,181118,11,291,1,1
51,1,648524,6,295,1,1
66,58,385574,4,22,0,1
31,16,183299,3,17,0,0
43,47,793540,6,78,1,0
62,44,696658,11,33,0,1
44,14,581239,2,106,0,0
26,24,227845,14,198,1,1
43,55,808636,8,190,1,1
64,15,739340,13,231,0,1
39,34,1282303,12,61,0,1
64,2,550968,4,41,0,0
47,27,730025,11,23,0,1
60,23,1327318,2,162,0,0
65,68,1284920,1,182,1,0
34,14,399615,6,94,0,1
43,63,1197338,11,82,0,1
53,65,1039019,6,92,0,1
18,68,265379,11,277,0,1
25,63,873481,12,104,0,1
66,64,1096185,4,84,1,0
52,32,773346,3,60,0,0
69,13,446768,12,207,1,1
32,66,432744,10,157,0,1
64,19,742624,1,68,0,0
39,24,1465608,1,261,0,0
31,11,1105236,6,233,0,1
43,59,1291251,9,138,0,1
45,15,430168,6,279,0,1
40,10,1239304,3,230,0,0
31,41,915329,13,50,0,1
41,27,774162,3,238,0,0
19,60,247483,3,18,0,0
62,52,160399,10,177,0,1
43,28,326274,1,208,0,0
31,65,160692,12,130,0,1
68,17,173513,12,230,0,1
24,44,590783,8,91,0,1
20,10,301157,0,30,1,0
64,63,1037841,14,248,0,1
40,47,455045,7,123,0,0
63,38,868693,5,135,1,0
60,70,1304155,14,272,0,1
64,53,683884,12,99,0,1
62,44,170509,9,218,1,1
35,54,632724,6,103,0,1
55,20,110086,11,96,0,1
52,31,1100780,4,202,1,1
68,7,453198,5,20,0,1
32,58,926164,5,197,0,0
42,10,1015360,12,111,0,1
54,10,1405720,8,148,1,1
45,39,326562,9,242,0,1
27,28,1150321,12,182,1,1
56,30,899129,3,283,0,0
34,37,585685,11,299,0,1
56,67,1152455,10,88,0,1
39,43,316769,11,221,0,1
43,52,773859,12,247,1,1
61,56,843537,4,176,0,0
42,68,1487244,3,117,0,1
34,9,1499726,0,173,0,0
30,23,923681,9,218,1,1
37,63,517065,5,217,0,0
42,61,1116737,4,76,0,0
21,40,828669,3,87,1,0
27,44,1381276,5,77,0,1
20,24,391220,11,200,0,1
58,51,825483,4,63,1,1
62,58,788484,2,3,0,0
35,33,771147,1,82,1,0
64,16,448128,12,192,0,1
53,22,1219611,5,5,0,1
64,57,1152417,3,192,0,0
39,62,1455610,10,216,0,1
51,71,649690,14,21,0,1
64,70,473857,12,144,0,1
25,30,1106095,9,284,0,1
57,23,197807,2,144,0,0
66,32,909669,13,1,0,1
61,57,1322636,7,287,0,1
36,9,307382,11,224,0,1
59,31,493769,8,213,0,1
58,71,769220,14,165,1,1
54,9,714727,6,140,0,1
23,13,1417765,1,63,1,0
69,58,437060,7,211,0,1
43,3,156435,10,288,0,1
51,35,198453,12,97,0,1
62,21,1394325,12,165,0,1
23,64,620848,10,125,1,1
54,52,1151429,4,156,0,1
50,34,210884,14,249,0,1
39,35,148022,14,60,0,1
38,15,395868,14,31,1,1
23,6,897872,10,273,0,1
23,32,523500,9,20,0,1
65,52,1255487,6,11,1,1
21,28,185694,4,243,1,1
47,64,507558,1,102,0,0
28,19,295333,11,275,0,1
47,15,1407580,11,6,0,1
48,6,1145901,11,129,0,1
41,38,495151,3,298,0,0
26,26,589218,12,96,1,1
20,51,194203,10,276,0,1
68,53,1335369,4,284,1,0
48,56,1118281,5,287,0,0
57,59,1247615,4,172,1,1
54,70,1413558,9,204,0,1
53,58,854936,10,102,1,1
41,13,1248742,14,112,0,1
48,43,923426,0,130,0,0
23,51,130384,0,38,0,0
19,19,407522,14,7,1,1
37,21,525859,2,45,0,0
45,24,510142,8,193,1,1
28,26,1187553,10,5,0,1
21,45,1172228,1,57,1,0
32,28,1158846,9,168,1,1
23,29,292702,4,121,0,0
66,17,136417,8,248,0,1
47,68,227390,6,206,0,1
55,44,540110,10,114,0,1
68,61,680330,7,238,0,1
19,68,425397,1,53,0,0
32,25,1328489,4,75,0,0
28,67,414867,8,168,0,1
25,2,251389,0,47,0,0
43,49,1072512,0,223,0,0
68,70,801485,9,69,0,1
62,26,1360632,7,154,1,1
61,27,1486169,1,46,0,0
22,18,829462,8,278,0,1
23,54,853340,9,201,0,1
43,1,1229717,8,141,0,1
21,61,994208,3,125,0,0
36,3,146652,1,152,0,0
37,68,216048,2,64,0,0
50,41,160941,9,95,0,1
37,37,973772,0,180,0,0
66,51,1485548,2,177,0,1
29,15,257182,4,128,1,0
64,8,498565,2,38,0,0
18,38,1310022,2,299,0,1
43,56,446689,9,132,0,1
31,47,472767,5,108,1,0
55,10,493273,2,71,0,0
54,49,1091543,2,207,0,0
28,41,426722,14,64,0,1
53,30,250193,8,240,1,0
30,5,367637,1,78,0,0
60,71,884118,0,87,0,0
20,31,726469,9,177,0,1
50,52,319778,7,261,0,1
23,23,1006628,12,65,0,1
67,48,1412151,13,104,0,1
27,40,555457,2,97,1,0
22,6,1062798,6,95,0,1
40,38,724367,1,45,1,0
27,41,879558,10,30,0,1
61,27,317199,10,203,0,1
19,69,787843,11,147,0,1
30,57,1441915,7,131,0,1
57,17,879568,8,185,1,1
19,71,858049,7,188,0,1
37,47,253807,7,126,1,0
18,13,639491,7,296,0,1
54,11,1414694,13,86,0,1
26,24,335281,6,120,0,1
34,4,464913,1,134,1,0
26,46,1057217,7,198,0,1
28,18,602578,4,170,1,0
32,43,112636,5,259,1,1
41,33,1445790,3,123,0,1
55,10,521976,0,241,1,0
52,59,629254,12,70,0,1
47,31,867111,4,58,1,0
48,28,1004846,2,108,1,1
66,60,1494682,8,40,0,1
22,3,703986,3,285,0,0
61,55,665770,9,145,1,1
67,14,340275,1,285,0,0
31,58,1151574,3,51,0,0
28,15,1271235,2,175,0,0
26,2,1209841,2,278,0,0
51,24,1215021,4,164,1,1
29,64,997465,0,251,0,0
52,71,1136325,4,102,1,0
52,24,265720,7,52,0,1
18,27,1078127,14,254,0,1
57,37,964465,14,172,0,1
39,39,970912,9,250,1,1
46,63,990432,11,176,0,1
25,26,505234,8,48,0,1
28,65,104476,11,110,1,1
58,4,1126875,0,209,1,0
54,29,720056,13,247,1,1
31,1,1307130,1,174,1,0
47,50,293585,1,106,1,0
52,11,317483,5,152,1,1
38,59,902651,0,154,0,0
54,62,1441168,10,139,0,1
22,36,573119,0,150,0,0
36,56,893287,1,272,1,0
31,21,561849,14,43,0,1
43,13,1324233,11,70,1,1
21,9,756444,12,124,0,1
42,11,1247432,3,151,1,0
62,70,253016,1,219,0,0
59,1,1051425,3,214,1,1
42,70,1209858,2,143,0,0
35,56,1235969,2,106,1,0
57,31,806757,14,280,0,1
25,37,642358,8,63,0,1
56,47,870741,7,283,0,0
57,47,156690,11,264,0,1
31,69,845371,11,5,0,1
49,58,685422,9,167,1,1
68,36,622386,8,172,0,1
55,32,552655,0,118,0,0
50,64,393633,11,225,0,1
40,71,1171754,4,173,0,1
32,42,1468676,11,128,1,1
50,48,1327450,11,186,0,1
42,30,1211354,3,62,1,0
34,21,288791,10,273,1,1
50,60,1051077,13,85,1,1
64,13,526904,8,209,0,1
19,1,735754,13,192,1,1
31,65,218292,2,237,0,0
57,33,336424,4,19,0,1
57,38,146475,7,181,0,1
68,25,1461417,9,47,0,1
56,26,1309325,14,227,1,1
68,59,1099044,4,53,0,1
23,33,110272,8,101,1,1
23,41,1023716,1,88,0,1
20,30,208644,5,143,1,1
24,57,306308,4,147,0,0
68,49,981948,8,229,1,1
25,48,1296945,6,249,1,0
59,49,337957,7,224,0,1
69,47,521841,6,160,0,0
32,56,480457,12,167,1,1
64,65,549694,9,109,0,1
46,12,1473629,9,260,0,1
50,69,915799,4,172,1,0
69,6,801173,10,296,0,1
47,65,644409,12,242,0,1
56,25,1446267,13,208,0,1
44,1,425786,4,242,0,0
53,32,1435634,12,253,0,1
46,3,478808,10,81,1,1
55,49,603148,3,30,1,0
50,19,772538,1,3,0,0
54,60,167258,13,193,0,1
44,29,1209139,8,55,0,1
50,50,281122,9,260,1,1
21,2,949039,9,80,0,1
39,56,165638,11,53,1,1
19,17,863303,9,95,0,1
27,60,800534,9,256,0,1
22,36,1003152,2,203,0,0
27,61,1023676,10,210,0,1
50,17,701076,10,125,0,1
55,49,904350,2,6,1,0
30,60,893629,2,124,1,0
48,20,769037,7,270,1,1
64,50,366714,5,107,0,1
53,3,1220818,0,259,0,0
62,43,329810,11,69,0,1
41,57,147907,12,37,0,1
69,50,436802,14,174,0,1
32,68,146371,13,187,0,1
46,50,1028495,2,226,1,0
25,37,649175,3,257,0,0
22,46,638147,12,196,1,1
46,42,1041144,1,7,1,0
64,15,1459059,5,50,0,1
21,33,584284,9,221,1,1
29,11,597981,11,18,0,1
62,20,284307,0,246,0,0
19,24,596372,0,30,0,0
44,64,967414,7,79,0,1
48,65,908344,3,21,0,0
68,17,854927,14,288,0,1
68,61,744927,14,241,1,1
53,15,266587,0,213,1,0
53,51,508632,6,199,0,1
43,27,274847,8,164,0,1
60,61,464211,9,139,0,1
44,58,1422947,6,284,0,1
22,31,339891,0,12,0,0
37,12,919432,0,25,0,0
28,46,937685,11,21,0,1
27,31,735136,0,75,0,0
57,32,1478284,14,91,0,1
55,32,745209,7,265,0,1
23,53,1297961,6,47,0,1
25,61,345398,13,169,1,1
40,46,437330,2,244,1,0
64,7,322832,2,227,0,0
43,4,1463212,11,186,0,1
63,52,1441084,2,167,0,0
60,31,692237,1,202,0,0
29,36,1254906,13,5,1,1
43,54,1252298,13,131,0,1
30,54,129854,3,244,1,0
57,17,1245318,6,90,0,1
35,30,743913,8,125,1,1
42,22,529581,2,241,0,0
50,43,952588,9,248,0,1
64,27,1378881,6,6,0,1
57,37,221232,11,87,1,1
60,46,812084,14,85,0,1
29,35,377599,3,144,0,0
61,4,843106,0,197,1,0
53,26,1065177,4,163,0,0
65,19,899111,7,144,0,1
21,45,1341439,2,0,1,0
22,26,127429,9,119,0,1
54,22,380217,3,66,0,0
25,58,694495,14,48,0,1
59,63,130365,2,286,0,0
66,28,1073432,14,23,0,1
45,65,867263,9,210,0,1
48,44,960885,13,292,0,1
26,43,206657,13,62,0,1
68,37,1156360,7,55,1,1
46,66,1116466,9,17,1,1
31,17,1278805,7,76,1,1
57,40,1380849,13,259,0,1
58,38,351428,3,120,1,0
39,61,745201,10,183,0,1
28,9,620715,1,47,0,0
40,61,243363,11,146,0,1
18,16,577678,2,281,1,0
63,2,912586,2,293,0,0
54,43,605092,3,79,0,1
38,42,1348389,10,235,1,1
43,57,333420,12,228,1,1
63,67,1244406,1,283,0,0
53,30,398345,1,60,0,0
40,13,532695,2,219,0,1
18,19,1221496,11,88,0,1
68,7,313869,0,263,1,0
57,9,561811,7,227,1,1
32,54,787094,5,102,0,0
38,61,844287,2,87,0,0
64,2,1230027,0,22,0,0
26,50,199978,2,292,0,0
26,31,1191144,0,266,0,0
27,33,781153,2,16,0,0
69,11,1462924,3,284,0,1
43,33,804825,5,161,0,1
58,7,846201,6,77,1,1
52,31,816743,6,121,0,1
69,48,641055,8,111,0,1
42,47,400796,7,238,0,1
43,53,184244,12,209,0,1
28,19,506599,3,1,1,1
55,6,422233,5,202,0,1
19,49,1175016,10,286,1,1
24,50,1463163,0,116,0,0
35,12,842126,7,299,0,1
44,23,850550,5,113,0,0
51,54,1204495,1,73,1,0
44,69,247683,7,240,1,1
34,59,294555,3,53,0,0
60,36,1072360,8,158,0,1
61,3,1124011,3,108,0,1
68,58,926965,0,279,1,0
41,55,461970,6,152,0,1
42,57,1019029,9,162,0,1
24,17,771813,4,56,1,1
69,39,995176,9,213,0,1
23,68,119507,10,27,1,1
41,55,834756,11,203,1,1
50,45,1045410,4,32,1,1
66,1,566401,3,121,1,1
46,21,1423913,5,15,0,1
60,21,589774,0,153,0,0
39,52,862431,2,217,0,0
43,43,836809,10,104,1,1
45,52,1474762,11,76,0,1
67,67,421660,6,86,0,0
38,44,1310340,10,30,1,1
66,32,956922,7,99,1,1
24,10,133512,11,154,0,1
34,64,1160978,8,291,0,1
37,69,744052,0,105,0,0
58,68,764576,3,229,0,0
66,28,345739,1,2,0,0
37,53,1179626,1,221,0,0
39,51,150093,0,120,0,0
45,53,105050,4,159,0,1
57,4,1148522,1,270,0,0
66,17,933148,3,193,1,0
24,67,215455,8,217,0,1
18,47,495654,10,190,0,1
49,56,616929,2,251,0,0
30,23,995118,14,225,1,1
47,18,671719,7,0,1,1
40,1,1392021,9,132,0,1
68,35,1124627,12,89,1,1
36,64,378904,5,5,0,1
49,58,1095118,9,243,0,1
47,59,143815,4,132,0,0
46,1,125634,1,115,0,0
66,3,1471123,10,72,0,1
62,67,1195149,12,155,0,1
46,37,1046152,2,210,0,0
47,29,553413,7,68,0,1
33,33,908391,14,299,0,1
57,61,114570,11,143,0,1
36,4,1446143,11,198,0,1
35,14,180263,8,205,1,1
18,33,212446,10,200,1,1
31,22,818166,10,238,0,1
68,48,943395,6,67,0,1
64,3,134341,0,170,0,0
67,23,629885,11,296,1,1
19,68,585864,11,69,0,1
45,21,759156,12,286,0,1
66,43,1255703,12,16,0,1
67,26,1224165,5,136,0,1
47,41,521744,6,218,1,1
55,38,871280,11,5,0,1
68,11,231607,5,197,1,0
21,29,1459189,9,131,1,1
18,60,1123692,10,183,1,1
25,67,295984,12,17,1,1
46,65,1089921,1,212,0,0
56,61,670073,12,47,0,1
20,19,877426,8,28,0,1
49,46,1495737,2,152,0,1
27,49,469915,5,237,0,0
27,22,491170,5,264,0,0
36,57,607483,7,198,0,1
63,14,559777,12,13,0,1
51,44,786229,3,275,0,1
50,16,296166,14,9,1,1
40,12,1178768,5,138,1,1
45,55,1348805,0,166,1,0
49,51,704229,8,146,0,1
67,39,1053595,11,244,0,1
24,33,1105565,8,69,0,1
46,33,105017,6,103,0,1
25,29,1318851,10,228,0,1
18,69,811833,12,137,1,1
20,70,283195,0,35,0,0
41,31,410404,2,117,0,0
40,31,145938,11,254,1,1
25,46,289001,4,19,1,0
64,52,1233841,3,297,1,0
54,10,268444,4,20,0,0
20,41,808612,6,255,1,0
68,3,376772,8,247,0,1
50,59,485383,0,165,0,0
45,52,1292149,4,254,0,1
64,34,742453,2,77,0,0
25,49,975792,2,279,1,0
51,28,430492,10,281,1,1
52,13,460492,1,33,0,0
49,69,192862,5,98,0,1
41,67,346393,13,142,0,1
31,61,1157978,5,54,0,0
49,60,716149,2,2,0,1
63,71,1012553,0,218,0,0
60,24,282992,6,210,0,1
33,63,362084,1,148,1,0
21,61,731377,7,231,0,1
69,23,976227,2,87,1,1
54,30,737173,0,210,0,0
38,60,822822,9,222,0,1
31,18,1083896,8,295,1,1
48,56,305351,4,147,0,0
65,53,943431,0,206,1,0
35,7,1087178,9,226,1,1
24,69,1389032,10,183,0,1
27,52,312690,5,40,0,0
24,4,546642,9,181,1,1
50,34,1076328,2,43,0,0
40,69,213174,10,209,0,1
38,33,854270,14,249,1,1
36,69,305471,3,83,0,0
65,38,684947,7,138,0,1
36,26,1055294,14,230,0,1
53,1,870064,4,11,0,1
46,4,1243919,11,272,0,1
35,39,515334,5,89,0,1
19,54,283097,9,24,0,1
18,33,1208514,3,25,0,0
64,33,1153725,5,152,1,0
22,20,662367,2,59,0,0
37,16,757844,9,59,1,1
28,21,1072978,11,282,0,1
59,45,410745,0,170,1,0
19,62,614681,5,75,0,1
20,31,873253,13,275,0,1
40,42,930241,12,207,1,1
29,12,1300439,0,154,0,0
37,65,257720,9,179,1,1
22,3,524306,11,81,0,1
54,9,452780,2,9,1,0
55,51,754654,11,242,0,1
47,16,1376133,7,177,0,1
26,3,1250053,6,285,0,1
51,24,1166433,7,256,0,1
61,13,1011737,9,3,0,1
52,2,293399,9,214,0,1
69,71,1373034,1,29,1,0
39,21,873386,9,64,0,1
61,19,1322615,6,123,1,1
41,47,1085452,13,284,1,1
34,22,279933,3,152,0,0
27,33,741127,0,39,0,0
47,32,223307,10,25,0,1
63,64,222850,2,272,0,0
40,39,120948,4,158,1,0
49,42,395926,13,188,0,1
34,9,729505,9,263,0,1
67,25,856391,7,68,0,1
68,2,1348036,1,0,0,0
34,19,577744,1,78,0,0
31,20,1084313,7,227,0,1
26,70,238721,13,45,1,1
57,17,659011,8,107,0,1
19,68,174314,9,123,0,1
62,3,976744,12,147,1,1
42,51,1349733,12,251,0,1
56,26,312471,0,1,0,0
26,56,898241,13,221,0,1
39,64,763662,1,188,0,0
60,8,370244,14,70,0,1
63,37,439771,3,96,0,0
21,27,698923,11,231,0,1
43,45,1465740,2,29,0,0
46,4,629951,0,29,0,0
62,37,587043,3,214,0,0
51,71,933568,10,172,1,1
40,33,870602,12,279,1,1
54,31,993034,10,210,1,1
28,55,764945,1,124,0,0
23,12,1110300,9,79,0,1
35,11,586163,4,183,0,1
38,32,853830,0,14,1,0
59,57,1487158,13,10,0,1
53,38,136392,7,88,1,1
58,60,970699,9,2,1,1
55,19,1362972,1,23,0,0
51,56,1138370,10,88,0,1
34,14,262198,2,8,0,0
54,33,404629,2,45,0,0
42,10,604121,3,93,0,1
55,64,407942,6,70,0,0
29,64,1288665,12,187,0,1
40,62,781060,8,138,0,1
59,68,977112,2,9,1,0
39,43,1244022,0,2,1,0
38,59,601670,14,18,1,1
44,52,1327327,10,129,0,1
48,19,323293,9,220,0,1
23,21,189938,14,129,0,1
44,22,137232,0,112,0,0
57,9,850959,11,137,0,1
51,9,1128189,10,42,0,1
29,27,983671,5,217,0,1
62,17,157172,4,57,0,1
24,44,459449,9,112,0,1
27,45,244818,6,187,1,0
62,8,353048,6,121,1,1
34,18,1081041,2,84,1,0
43,33,628382,6,105,0,1
38,1,1217042,8,98,1,1
45,6,392899,7,8,0,1
63,41,1375289,2,5,0,0
19,55,242624,9,107,1,1
60,5,594970,4,151,0,0
18,59,1339139,12,236,1,1
68,18,1439720,12,26,0,1
53,49,1071457,13,118,0,1
68,65,157564,7,210,0,0
43,54,769462,1,99,1,0
46,61,232933,13,2,0,1
38,8,1454294,13,293,1,1
28,3,263754,6,16,0,1
57,25,703107,10,105,0,1
28,69,1394445,9,229,1,1
53,55,702260,9,176,0,1
66,40,1065624,6,83,0,1
56,50,479326,10,262,0,1
57,33,438837,11,195,0,1
52,18,819937,13,248,0,1
51,57,1470767,12,148,0,1
64,16,241263,7,205,1,1
41,38,287956,0,80,0,0
39,41,417055,7,188,1,1
22,7,963735,13,205,0,1
50,53,576663,0,268,0,0
53,63,1248906,2,289,0,1
64,32,274798,8,299,0,1
37,38,1183199,3,254,0,0
36,22,1402974,9,7,0,1
52,16,1363165,12,113,0,1
69,52,747377,8,4,0,1
60,29,1460720,0,72,0,0
34,16,1482214,7,120,1,1
62,17,573457,2,233,1,0
60,64,814355,10,65,1,1
51,13,1266793,6,229,0,0
26,56,1068574,1,30,1,0
43,5,452832,12,296,1,1
19,12,690512,6,50,0,1
26,41,649653,6,146,1,0
26,3,1178239,8,94,0,1
57,33,1082940,1,37,0,0
34,50,203376,7,197,0,1
18,56,609591,4,240,0,0
42,9,556427,9,172,0,1
60,50,241981,8,255,1,0
57,29,374857,7,40,0,1
59,39,243686,2,128,0,0
42,45,600841,2,53,0,0
56,17,984529,10,85,0,1
52,56,120734,11,211,1,1
20,46,1048213,9,268,0,1
67,67,1103632,7,295,0,1
54,69,506557,8,20,1,1
61,14,663723,1,214,0,0
61,67,1161552,2,188,1,0
68,23,707198,13,160,0,1
47,61,1095373,13,200,0,1
55,23,498506,7,28,1,1
51,27,754465,1,243,0,0
29,54,1068032,7,182,0,1
36,10,811759,4,31,1,0
54,16,1368770,5,266,0,1
61,41,420051,13,35,0,1
66,55,220992,9,92,1,1
34,61,968308,14,158,0,1
27,49,541939,11,179,0,1
66,52,345170,3,217,0,0
64,2,1073337,2,226,0,0
29,50,1359744,7,211,1,1
33,43,1434717,8,162,0,1
41,8,166876,14,157,0,1
36,59,1305661,12,109,1,1
25,65,1181438,14,54,1,1
48,12,1141332,7,213,0,1
38,4,538824,8,14,0,1
34,41,218849,0,152,1,0
40,7,1000492,4,19,0,1
54,69,1320542,11,51,0,1
33,69,281721,6,83,0,1
23,30,1210680,7,223,0,1
25,6,1356107,13,128,1,1
42,19,664109,10,15,1,1
35,66,279012,1,273,0,0
42,10,614618,11,76,1,1
29,16,582793,10,299,0,1
32,37,1161043,13,91,0,1
43,32,615907,3,269,1,0
58,47,1156267,6,51,0,1
62,43,539754,4,120,1,1
43,36,1304138,0,49,0,0
64,26,150650,12,272,0,1
49,10,340681,13,119,1,1
27,31,1151166,1,94,0,0
33,29,1057397,4,148,0,0
24,5,697684,5,288,0,0
34,1,491941,0,256,1,0
40,3,1055680,11,183,0,1
43,67,1216060,2,259,1,0
38,71,1250843,5,149,0,1
39,35,330069,5,204,0,0
24,15,1043799,6,171,1,1
31,67,1186707,9,221,0,1
32,30,1324541,11,167,0,1
24,43,1422644,13,243,1,1
26,60,504067,13,217,0,1
68,40,1322329,2,55,0,0
65,65,869855,0,62,1,0
25,29,1153869,12,102,1,1
67,19,1463923,6,166,0,1
40,3,605365,11,6,0,1
46,36,1031324,10,141,1,1
35,43,954259,2,124,0,0
48,15,1064667,4,89,0,0
47,41,1452690,3,215,0,0
69,36,1441516,11,122,0,1
56,33,199345,14,185,1,1
52,5,707415,0,152,0,0
35,14,863536,11,248,0,1
59,68,1414072,6,113,1,1
56,47,484287,13,95,1,1
34,54,576814,12,197,0,1
31,4,783532,3,2,0,1
48,9,766297,0,148,1,0
41,53,717945,10,110,1,1
52,60,993708,5,19,0,1
61,46,578564,3,202,0,0
62,54,304581,12,181,0,1
51,37,1041056,3,226,0,0
20,23,1031622,14,291,0,1
54,27,111290,1,75,1,0
60,70,911555,0,222,0,0
57,66,312991,2,35,0,0
43,61,1200712,9,299,0,1
40,51,1081390,4,89,0,1
61,50,217278,11,28,0,1
56,19,1304835,8,175,0,1
32,1,835048,13,219,0,1
66,40,488826,14,135,1,1
21,32,504220,6,174,1,1
46,22,469322,3,125,0,0
39,66,944032,7,170,1,1
42,40,1305163,11,265,0,1
30,38,610798,3,133,1,0
35,48,1239464,5,271,1,1
50,55,1397068,11,25,0,1
33,55,747899,0,276,1,0
62,51,678764,13,99,0,1
59,60,1048716,5,29,0,0
61,8,192154,9,132,0,1
19,68,1092201,4,138,1,0
52,9,1271113,13,190,0,1
59,2,314075,1,186,0,0
51,70,449269,0,139,0,0
47,59,1317278,12,236,0,1
30,19,1086110,5,296,1,1
30,28,865604,10,199,0,1
35,14,1484819,1,283,0,0
49,24,584006,8,79,0,1
49,44,509801,8,258,0,1
52,56,935672,0,100,0,0
56,51,901204,14,31,1,1
63,32,1355372,4,276,0,0
69,50,473134,7,120,0,1
46,41,212315,3,54,0,0
66,66,1107803,2,17,0,1
46,25,460197,4,120,1,1
61,61,768234,4,109,0,1
33,66,190341,7,60,0,1
61,42,1209472,5,263,0,1
64,65,132822,14,267,0,1
27,36,776110,1,296,0,0
47,9,988767,10,126,0,1
42,36,1059587,0,136,0,0
56,38,1266404,12,77,0,1
37,33,484910,2,206,1,0
22,42,1145449,1,183,1,0
18,61,232624,3,88,0,0
47,46,435475,2,228,1,0
66,61,236343,14,63,1,1
20,18,952083,14,54,0,1
62,70,988349,8,292,1,1
31,15,260066,14,280,0,1
47,48,1437906,4,278,1,1
67,13,1178843,3,187,0,1
21,43,1042439,9,190,0,1
35,60,918180,8,272,1,1
54,57,497053,3,94,0,1
42,71,1342342,5,89,0,1
65,17,502826,13,246,1,1
18,50,1177191,9,74,0,1
63,32,307716,0,61,1,0
32,22,990567,14,221,0,1
26,55,658350,12,266,0,1
32,57,279503,1,120,0,0
66,13,1221662,14,27,0,1
41,47,1438925,3,273,0,1
21,62,904891,8,22,0,1
29,54,342407,5,98,0,1
54,29,1041254,5,284,0,1
54,22,1389821,10,109,0,1
60,65,350967,8,202,0,1
23,29,1147941,11,105,0,1
56,48,925017,3,45,0,1
63,5,1232274,2,256,0,0
41,35,145635,6,143,0,1
28,71,275926,11,24,0,1
30,46,831586,14,61,0,1
51,35,653392,6,229,0,0
42,45,1099797,8,81,0,1
24,13,376914,14,210,0,1
69,10,359258,5,196,0,1
21,66,1015182,1,197,0,0
25,70,867993,5,161,0,1
37,25,1008677,14,207,1,1
46,44,1203754,7,43,0,1
68,60,981587,5,287,1,0
62,47,645116,8,278,0,1
63,40,903603,14,274,1,1
27,7,604879,3,220,0,1
60,46,623277,2,284,0,0
51,23,621827,10,145,0,1
43,46,359595,4,68,0,0
58,13,114202,2,139,0,1
66,21,557044,10,9,0,1
20,1,1235943,11,110,0,1
23,19,683334,1,36,0,0
22,60,1420569,1,80,0,1
22,33,552488,3,95,1,0
64,4,775799,2,54,0,1
40,3,441016,8,131,0,1
66,52,284348,13,222,0,1
26,28,498267,6,62,0,1
52,70,1066978,5,11,0,1
37,70,1224180,9,145,1,1
66,55,360408,11,263,0,1
59,57,1034471,7,31,0,1
52,16,1039277,8,48,1,1
67,24,982982,2,186,1,0
35,69,1350065,11,98,1,1
34,41,1189758,9,166,1,1
41,47,478954,6,212,0,1
20,69,294661,8,198,1,1
49,31,1090739,0,245,1,0
52,30,1172756,9,153,0,1
55,18,1199948,8,95,0,1
30,44,1252003,13,62,0,1
64,27,1432883,6,193,0,1
42,26,864298,9,271,0,1
26,60,818449,13,89,1,1
21,18,481760,3,271,0,0
31,56,326283,12,84,1,1
54,31,1390129,14,294,0,1
51,59,1181510,10,35,0,1
28,2,679883,11,17,1,1
58,39,337685,5,76,0,1
20,61,994737,10,48,1,1
45,63,1499982,10,235,0,1
46,18,855870,5,43,0,0
26,17,134018,5,108,1,1
20,39,1463878,14,128,0,1
42,71,357061,1,6,0,0
51,54,1442894,4,111,0,1
29,35,982373,6,212,1,1
59,11,1322279,5,65,1,1
26,61,1085191,2,30,0,0
32,44,770912,10,294,0,1
57,68,1052569,11,264,0,1
42,25,731820,4,296,1,0
22,48,921079,12,13,0,1
28,32,157940,7,57,0,1
51,4,1280268,10,241,0,1
41,38,777251,4,247,1,1
32,63,1255142,11,97,0,1
55,47,948827,9,161,0,1
25,1,1199531,2,246,0,0
22,3,394458,8,3,0,1
65,62,516716,10,260,0,1
43,64,1202261,2,44,0,0
35,17,748235,1,210,0,0
23,62,200229,5,243,0,0
54,35,936621,7,202,1,1
65,13,455698,5,202,0,1
30,35,1168143,0,26,0,0
